fips,name,type,state,CBSA
34039,Union,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
35059,Union,county,New Mexico,
37179,Union,county,North Carolina,"Charlotte-Concord-Gastonia, NC-SC"
39159,Union,county,Ohio,"Columbus, OH"
41061,Union,county,Oregon,"La Grande, OR"
42119,Union,county,Pennsylvania,"Lewisburg, PA"
45087,Union,county,South Carolina,"Union, SC"
46127,Union,county,South Dakota,"Sioux City, IA-NE-SD"
47173,Union,county,Tennessee,"Knoxville, TN"
48459,Upshur,county,Texas,"Longview, TX"
54097,Upshur,county,West Virginia,
13293,Upson,county,Georgia,"Thomaston, GA"
48461,Upton,county,Texas,
49049,Utah,county,Utah,"Provo-Orem, UT"
48463,Uvalde,county,Texas,"Uvalde, TX"
48465,Val Verde,county,Texas,"Del Rio, TX"
02261,Valdez-Cordova,county,Alaska,
35061,Valencia,county,New Mexico,"Albuquerque, NM"
16085,Valley,county,Idaho,
30105,Valley,county,Montana,
31175,Valley,county,Nebraska,
05141,Van Buren,county,Arkansas,
19177,Van Buren,county,Iowa,
26159,Van Buren,county,Michigan,
47175,Van Buren,county,Tennessee,
39161,Van Wert,county,Ohio,"Van Wert, OH"
48467,Van Zandt,county,Texas,
37181,Vance,county,North Carolina,"Henderson, NC"
18163,Vanderburgh,county,Indiana,"Evansville, IN-KY"
42121,Venango,county,Pennsylvania,"Oil City, PA"
06111,Ventura,county,California,"Oxnard-Thousand Oaks-Ventura, CA"
17183,Vermilion,county,Illinois,"Danville, IL"
22113,Vermilion,county,Louisiana,"Lafayette, LA"
18165,Vermillion,county,Indiana,"Terre Haute, IN"
22115,Vernon,county,Louisiana,"Fort Polk South, LA"
29217,Vernon,county,Missouri,
55123,Vernon,county,Wisconsin,
48469,Victoria,county,Texas,"Victoria, TX"
18167,Vigo,county,Indiana,"Terre Haute, IN"
55125,Vilas,county,Wisconsin,
39163,Vinton,county,Ohio,
51810,Virginia Beach,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
12127,Volusia,county,Florida,"Deltona-Daytona Beach-Ormond Beach, FL"
17185,Wabash,county,Illinois,
18169,Wabash,county,Indiana,"Wabash, IN"
27157,Wabasha,county,Minnesota,"Rochester, MN"
20197,Wabaunsee,county,Kansas,"Topeka, KS"
27159,Wadena,county,Minnesota,
40145,Wagoner,county,Oklahoma,"Tulsa, OK"
53069,Wahkiakum,county,Washington,
37183,Wake,county,North Carolina,"Raleigh-Cary, NC"
12129,Wakulla,county,Florida,"Tallahassee, FL"
23027,Waldo,county,Maine,
01127,Walker,county,Alabama,"Jasper, AL"
13295,Walker,county,Georgia,"Chattanooga, TN-GA"
48471,Walker,county,Texas,"Huntsville, TX"
53071,Walla Walla,county,Washington,"Walla Walla, WA"
20199,Wallace,county,Kansas,
48473,Waller,county,Texas,"Houston-The Woodlands-Sugar Land, TX"
41063,Wallowa,county,Oregon,
38099,Walsh,county,North Dakota,
28147,Walthall,county,Mississippi,
12131,Walton,county,Florida,"Crestview-Fort Walton Beach-Destin, FL"
13297,Walton,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
46129,Walworth,county,South Dakota,
55127,Walworth,county,Wisconsin,"Whitewater, WI"
19179,Wapello,county,Iowa,"Ottumwa, IA"
38101,Ward,county,North Dakota,"Minot, ND"
48475,Ward,county,Texas,
13299,Ware,county,Georgia,"Waycross, GA"
13301,Warren,county,Georgia,
17187,Warren,county,Illinois,
18171,Warren,county,Indiana,"Lafayette-West Lafayette, IN"
19181,Warren,county,Iowa,"Des Moines-West Des Moines, IA"
21227,Warren,county,Kentucky,"Bowling Green, KY"
28149,Warren,county,Mississippi,"Vicksburg, MS"
29219,Warren,county,Missouri,"St. Louis, MO-IL"
34041,Warren,county,New Jersey,"Allentown-Bethlehem-Easton, PA-NJ"
36113,Warren,county,New York,"Glens Falls, NY"
37185,Warren,county,North Carolina,
39165,Warren,county,Ohio,"Cincinnati, OH-KY-IN"
42123,Warren,county,Pennsylvania,"Warren, PA"
47177,Warren,county,Tennessee,"McMinnville, TN"
51187,Warren,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
18173,Warrick,county,Indiana,"Evansville, IN-KY"
49051,Wasatch,county,Utah,"Heber, UT"
41065,Wasco,county,Oregon,"The Dalles, OR"
27161,Waseca,county,Minnesota,
56043,Washakie,county,Wyoming,
55129,Washburn,county,Wisconsin,
01129,Washington,county,Alabama,"Mobile, AL"
05143,Washington,county,Arkansas,"Fayetteville-Springdale-Rogers, AR"
08121,Washington,county,Colorado,
12133,Washington,county,Florida,
13303,Washington,county,Georgia,
16087,Washington,county,Idaho,
17189,Washington,county,Illinois,
18175,Washington,county,Indiana,"Louisville/Jefferson County, KY-IN"
19183,Washington,county,Iowa,"Iowa City, IA"
20201,Washington,county,Kansas,
21229,Washington,county,Kentucky,
22117,Washington,county,Louisiana,"Bogalusa, LA"
23029,Washington,county,Maine,
24043,Washington,county,Maryland,"Hagerstown-Martinsburg, MD-WV"
27163,Washington,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
28151,Washington,county,Mississippi,"Greenville, MS"
29221,Washington,county,Missouri,
31177,Washington,county,Nebraska,"Omaha-Council Bluffs, NE-IA"
36115,Washington,county,New York,"Glens Falls, NY"
37187,Washington,county,North Carolina,
39167,Washington,county,Ohio,"Marietta, OH"
40147,Washington,county,Oklahoma,"Bartlesville, OK"
41067,Washington,county,Oregon,"Portland-Vancouver-Hillsboro, OR-WA"
42125,Washington,county,Pennsylvania,"Pittsburgh, PA"
44009,Washington,county,Rhode Island,"Providence-Warwick, RI-MA"
47179,Washington,county,Tennessee,"Johnson City, TN"
48477,Washington,county,Texas,"Brenham, TX"
49053,Washington,county,Utah,"St. George, UT"
50023,Washington,county,Vermont,"Barre, VT"
51191,Washington,county,Virginia,"Kingsport-Bristol, TN-VA"
55131,Washington,county,Wisconsin,"Milwaukee-Waukesha, WI"
40149,Washita,county,Oklahoma,
32031,Washoe,county,Nevada,"Reno, NV"
26161,Washtenaw,county,Michigan,"Ann Arbor, MI"
37189,Watauga,county,North Carolina,"Boone, NC"
27165,Watonwan,county,Minnesota,
55133,Waukesha,county,Wisconsin,"Milwaukee-Waukesha, WI"
55135,Waupaca,county,Wisconsin,
55137,Waushara,county,Wisconsin,
13305,Wayne,county,Georgia,"Jesup, GA"
17191,Wayne,county,Illinois,
18177,Wayne,county,Indiana,"Richmond, IN"
19185,Wayne,county,Iowa,
21231,Wayne,county,Kentucky,
26163,Wayne,county,Michigan,"Detroit-Warren-Dearborn, MI"
28153,Wayne,county,Mississippi,
29223,Wayne,county,Missouri,
31179,Wayne,county,Nebraska,
36117,Wayne,county,New York,"Rochester, NY"
37191,Wayne,county,North Carolina,"Goldsboro, NC"
39169,Wayne,county,Ohio,"Wooster, OH"
42127,Wayne,county,Pennsylvania,
47181,Wayne,county,Tennessee,
49055,Wayne,county,Utah,
54099,Wayne,county,West Virginia,"Huntington-Ashland, WV-KY-OH"
51820,Waynesboro,county,Virginia,"Staunton, VA"
47183,Weakley,county,Tennessee,"Martin, TN"
48479,Webb,county,Texas,"Laredo, TX"
49057,Weber,county,Utah,"Ogden-Clearfield, UT"
13307,Webster,county,Georgia,
19187,Webster,county,Iowa,"Fort Dodge, IA"
21233,Webster,county,Kentucky,
22119,Webster,county,Louisiana,"Minden, LA"
28155,Webster,county,Mississippi,"Starkville, MS"
29225,Webster,county,Missouri,"Springfield, MO"
31181,Webster,county,Nebraska,
54101,Webster,county,West Virginia,
08123,Weld,county,Colorado,"Greeley, CO"
18179,Wells,county,Indiana,"Bluffton, IN"
38103,Wells,county,North Dakota,
22121,West Baton Rouge,county,Louisiana,"Baton Rouge, LA"
22123,West Carroll,county,Louisiana,
22125,West Feliciana,county,Louisiana,"Baton Rouge, LA"
36119,Westchester,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
42129,Westmoreland,county,Pennsylvania,"Pittsburgh, PA"
51193,Westmoreland,county,Virginia,
56045,Weston,county,Wyoming,"Gillette, WY"
54103,Wetzel,county,West Virginia,
26165,Wexford,county,Michigan,"Cadillac, MI"
48481,Wharton,county,Texas,"El Campo, TX"
53073,Whatcom,county,Washington,"Bellingham, WA"
30107,Wheatland,county,Montana,
13309,Wheeler,county,Georgia,
31183,Wheeler,county,Nebraska,
41069,Wheeler,county,Oregon,
48483,Wheeler,county,Texas,
32033,White Pine,county,Nevada,
05145,White,county,Arkansas,"Searcy, AR"
13311,White,county,Georgia,
17193,White,county,Illinois,
18181,White,county,Indiana,
47185,White,county,Tennessee,
17195,Whiteside,county,Illinois,"Sterling, IL"
13313,Whitfield,county,Georgia,"Dalton, GA"
18183,Whitley,county,Indiana,"Fort Wayne, IN"
21235,Whitley,county,Kentucky,"London, KY"
53075,Whitman,county,Washington,"Pullman, WA"
30109,Wibaux,county,Montana,
20203,Wichita,county,Kansas,
48485,Wichita,county,Texas,"Wichita Falls, TX"
24045,Wicomico,county,Maryland,"Salisbury, MD-DE"
48487,Wilbarger,county,Texas,"Vernon, TX"
01131,Wilcox,county,Alabama,
13315,Wilcox,county,Georgia,
13317,Wilkes,county,Georgia,
37193,Wilkes,county,North Carolina,"North Wilkesboro, NC"
27167,Wilkin,county,Minnesota,"Wahpeton, ND-MN"
13319,Wilkinson,county,Georgia,
28157,Wilkinson,county,Mississippi,
17197,Will,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
48489,Willacy,county,Texas,"Raymondville, TX"
38105,Williams,county,North Dakota,"Williston, ND"
39171,Williams,county,Ohio,
45089,Williamsburg,county,South Carolina,
51830,Williamsburg,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
17199,Williamson,county,Illinois,"Carbondale-Marion, IL"
47187,Williamson,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
48491,Williamson,county,Texas,"Austin-Round Rock-Georgetown, TX"
20205,Wilson,county,Kansas,
37195,Wilson,county,North Carolina,"Wilson, NC"
47189,Wilson,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
48493,Wilson,county,Texas,"San Antonio-New Braunfels, TX"
51840,Winchester,county,Virginia,"Winchester, VA-WV"
09015,Windham,county,Connecticut,"Worcester, MA-CT"
50025,Windham,county,Vermont,
50027,Windsor,county,Vermont,"Lebanon, NH-VT"
48495,Winkler,county,Texas,
22127,Winn,county,Louisiana,
17201,Winnebago,county,Illinois,"Rockford, IL"
19189,Winnebago,county,Iowa,
55139,Winnebago,county,Wisconsin,"Oshkosh-Neenah, WI"
19191,Winneshiek,county,Iowa,
27169,Winona,county,Minnesota,"Winona, MN"
01133,Winston,county,Alabama,
28159,Winston,county,Mississippi,
54105,Wirt,county,West Virginia,"Parkersburg-Vienna, WV"
48497,Wise,county,Texas,"Dallas-Fort Worth-Arlington, TX"
51195,Wise,county,Virginia,"Big Stone Gap, VA"
21237,Wolfe,county,Kentucky,
39173,Wood,county,Ohio,"Toledo, OH"
48499,Wood,county,Texas,
54107,Wood,county,West Virginia,"Parkersburg-Vienna, WV"
55141,Wood,county,Wisconsin,"Wisconsin Rapids-Marshfield, WI"
19193,Woodbury,county,Iowa,"Sioux City, IA-NE-SD"
17203,Woodford,county,Illinois,"Peoria, IL"
21239,Woodford,county,Kentucky,"Lexington-Fayette, KY"
05147,Woodruff,county,Arkansas,
40151,Woods,county,Oklahoma,
20207,Woodson,county,Kansas,
40153,Woodward,county,Oklahoma,"Woodward, OK"
24047,Worcester,county,Maryland,"Salisbury, MD-DE"
25027,Worcester,county,Massachusetts,"Worcester, MA-CT"
13321,Worth,county,Georgia,"Albany, GA"
19195,Worth,county,Iowa,"Mason City, IA"
29227,Worth,county,Missouri,
19197,Wright,county,Iowa,
27171,Wright,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
29229,Wright,county,Missouri,
39175,Wyandot,county,Ohio,
20209,Wyandotte,county,Kansas,"Kansas City, MO-KS"
36121,Wyoming,county,New York,
42131,Wyoming,county,Pennsylvania,"Scranton--Wilkes-Barre, PA"
54109,Wyoming,county,West Virginia,
51197,Wythe,county,Virginia,
37197,Yadkin,county,North Carolina,"Winston-Salem, NC"
53077,Yakima,county,Washington,"Yakima, WA"
02282,Yakutat,county,Alaska,
28161,Yalobusha,county,Mississippi,
41071,Yamhill,county,Oregon,"Portland-Vancouver-Hillsboro, OR-WA"
37199,Yancey,county,North Carolina,
46135,Yankton,county,South Dakota,"Yankton, SD"
36123,Yates,county,New York,"Rochester, NY"
04025,Yavapai,county,Arizona,"Prescott Valley-Prescott, AZ"
28163,Yazoo,county,Mississippi,"Jackson, MS"
05149,Yell,county,Arkansas,"Russellville, AR"
27173,Yellow Medicine,county,Minnesota,
30111,Yellowstone,county,Montana,"Billings, MT"
48501,Yoakum,county,Texas,
06113,Yolo,county,California,"Sacramento-Roseville-Folsom, CA"
23031,York,county,Maine,"Portland-South Portland, ME"
31185,York,county,Nebraska,
42133,York,county,Pennsylvania,"York-Hanover, PA"
45091,York,county,South Carolina,"Charlotte-Concord-Gastonia, NC-SC"
51199,York,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
48503,Young,county,Texas,
06115,Yuba,county,California,"Yuba City, CA"
02290,Yukon-Koyukuk,county,Alaska,
04027,Yuma,county,Arizona,"Yuma, AZ"
08125,Yuma,county,Colorado,
48505,Zapata,county,Texas,"Zapata, TX"
48507,Zavala,county,Texas,
46137,Ziebach,county,South Dakota,
